test_load,seed,model,condition,quality_target_vibration,quality_target_electrical,switch_target,semantic_vibration_mean,semantic_electrical_mean,calibrated_vibration_mean,calibrated_electrical_mean,switch_mean,reliability_vibration_mean,reliability_electrical_mean
555,302,dprf_full,electrical_gain_050,1.0,0.5,0.5,0.9996337294578552,0.00036631408147513866,0.9998076558113098,0.00019242307462263852,0.49565476179122925,0.999807596206665,0.5141286253929138
555,302,dprf_full,electrical_gain_025,1.0,0.25,0.75,0.9999912977218628,8.674491255078465e-06,0.999995768070221,4.24643485530396e-06,0.4965587556362152,0.9999973773956299,0.47230657935142517
555,302,dprf_full,vibration_drift_025rms,0.75,1.0,0.25,0.7571862936019897,0.24281366169452667,0.7396359443664551,0.26036402583122253,0.12024779617786407,0.8823148012161255,0.9998989701271057
555,302,dprf_full,vibration_drift_050rms,0.5,1.0,0.5,0.7540801167488098,0.245919868350029,0.7349622845649719,0.26503777503967285,0.12483824044466019,0.8763067126274109,0.9998989701271057
555,302,dprf_full,vibration_drift_100rms,0.0,1.0,1.0,0.7433109283447266,0.2566891014575958,0.7194815874099731,0.28051841259002686,0.14214587211608887,0.8571974635124207,0.9998374581336975
555,302,dprf_full,electrical_drift_025rms,1.0,0.75,0.25,0.7697636485099792,0.2302362471818924,0.7523327469825745,0.24766725301742554,0.13541698455810547,0.879706621170044,0.9996621608734131
555,302,dprf_full,electrical_drift_050rms,1.0,0.5,0.5,0.7303648591041565,0.2696351408958435,0.7857643961906433,0.21423554420471191,0.48153913021087646,0.9886053800582886,0.5640397667884827
555,302,dprf_full,electrical_drift_100rms,1.0,0.0,1.0,0.7140080332756042,0.285991907119751,0.7982893586158752,0.20171061158180237,0.9551841020584106,0.9999971389770508,0.41516509652137756
555,303,gate_da,clean_reextract,1.0,1.0,0.0,0.5614801049232483,0.4385199248790741,,,,,
555,303,gate_da,vibration_missing,0.0,1.0,1.0,0.02710157446563244,0.9728983640670776,,,,,
555,303,gate_da,electrical_missing,1.0,0.0,1.0,0.9665886759757996,0.03341135010123253,,,,,
555,303,gate_da,vibration_gain_075,0.75,1.0,0.25,0.45889022946357727,0.5411098003387451,,,,,
555,303,gate_da,vibration_gain_050,0.5,1.0,0.5,0.4593600928783417,0.5406398773193359,,,,,
555,303,gate_da,vibration_gain_025,0.25,1.0,0.75,0.5339779257774353,0.4660220742225647,,,,,
555,303,gate_da,electrical_gain_075,1.0,0.75,0.25,0.9999749064445496,2.5141689548036084e-05,,,,,
555,303,gate_da,electrical_gain_050,1.0,0.5,0.5,1.0,1.6784137014252964e-12,,,,,
555,303,gate_da,electrical_gain_025,1.0,0.25,0.75,1.0,5.17071221292357e-19,,,,,
555,303,gate_da,vibration_drift_025rms,0.75,1.0,0.25,0.5600054860115051,0.4399945139884949,,,,,
555,303,gate_da,vibration_drift_050rms,0.5,1.0,0.5,0.5570149421691895,0.4429851174354553,,,,,
555,303,gate_da,vibration_drift_100rms,0.0,1.0,1.0,0.5538913011550903,0.44610869884490967,,,,,
555,303,gate_da,electrical_drift_025rms,1.0,0.75,0.25,0.576316237449646,0.4236837327480316,,,,,
555,303,gate_da,electrical_drift_050rms,1.0,0.5,0.5,0.6790392398834229,0.3209607005119324,,,,,
555,303,gate_da,electrical_drift_100rms,1.0,0.0,1.0,0.7389004826545715,0.26109960675239563,,,,,
555,303,rcarf_hard,clean_reextract,1.0,1.0,0.0,,,8.300448826048523e-05,0.9999170303344727,0.21033868193626404,,
555,303,rcarf_hard,vibration_missing,0.0,1.0,1.0,,,1.1183265087311156e-05,0.999988853931427,0.9986413717269897,,
555,303,rcarf_hard,electrical_missing,1.0,0.0,1.0,,,0.9997603297233582,0.00023966481967363507,0.9976028203964233,,
555,303,rcarf_hard,vibration_gain_075,0.75,1.0,0.25,,,4.5202883484307677e-05,0.9999547600746155,0.4083437919616699,,
