accuracy,macro_f1,weighted_f1,test_load,seed,model,condition,fit_time_s
0.9974747474747475,0.9974746025368765,0.9974746025368766,0,302,svm_rbf,vibration_drift_100rms,0.9959625999908894
0.9949494949494949,0.9949483352468427,0.9949483352468428,0,302,svm_rbf,electrical_drift_025rms,0.9959625999908894
0.9936868686868687,0.993667041333377,0.993667041333377,0,302,svm_rbf,electrical_drift_050rms,0.9959625999908894
0.7727272727272727,0.7438950766089835,0.7438950766089835,0,302,svm_rbf,electrical_drift_100rms,0.9959625999908894
0.9924242424242424,0.9924237005372899,0.9924237005372899,0,302,knn,clean_reextract,0.0013181999092921615
0.5492424242424242,0.5453835221472659,0.5453835221472659,0,302,knn,vibration_missing,0.0013181999092921615
0.851010101010101,0.8466633732814728,0.8466633732814727,0,302,knn,electrical_missing,0.0013181999092921615
0.9835858585858586,0.9835776370952124,0.9835776370952124,0,302,knn,vibration_gain_075,0.0013181999092921615
0.9608585858585859,0.9608300429767699,0.9608300429767698,0,302,knn,vibration_gain_050,0.0013181999092921615
0.9444444444444444,0.9447235278487724,0.9447235278487722,0,302,knn,vibration_gain_025,0.0013181999092921615
0.5454545454545454,0.4610489218926413,0.46104892189264135,0,302,knn,electrical_gain_075,0.0013181999092921615
0.9154040404040404,0.9148562649360743,0.9148562649360742,0,302,knn,electrical_gain_050,0.0013181999092921615
0.5934343434343434,0.5345264722558232,0.5345264722558233,0,302,knn,electrical_gain_025,0.0013181999092921615
0.9924242424242424,0.9924237005372899,0.9924237005372899,0,302,knn,vibration_drift_025rms,0.0013181999092921615
0.98989898989899,0.9898978891510799,0.9898978891510797,0,302,knn,vibration_drift_050rms,0.0013181999092921615
0.9823232323232324,0.9822803354127317,0.9822803354127319,0,302,knn,vibration_drift_100rms,0.0013181999092921615
0.9886363636363636,0.9886342154341604,0.9886342154341602,0,302,knn,electrical_drift_025rms,0.0013181999092921615
0.9835858585858586,0.9835285326460627,0.9835285326460628,0,302,knn,electrical_drift_050rms,0.0013181999092921615
0.8737373737373737,0.8707212322075953,0.8707212322075955,0,302,knn,electrical_drift_100rms,0.0013181999092921615
0.8093434343434344,0.7932212613746957,0.7932212613746958,0,302,gnb,clean_reextract,0.003194499993696809
0.2777777777777778,0.14579095329776814,0.14579095329776814,0,302,gnb,vibration_missing,0.003194499993696809
0.7904040404040404,0.77423967108072,0.7742396710807199,0,302,gnb,electrical_missing,0.003194499993696809
0.8080808080808081,0.7910022864840193,0.7910022864840193,0,302,gnb,vibration_gain_075,0.003194499993696809
0.7752525252525253,0.760342896668701,0.7603428966687009,0,302,gnb,vibration_gain_050,0.003194499993696809
0.5277777777777778,0.4560890753417623,0.4560890753417623,0,302,gnb,vibration_gain_025,0.003194499993696809
